id_videojuego,id_venta,ventas_na,ventas_eu,ventas_jp,otras_ventas,ventas_globales
5956,6056,0.06,0,0,0,0.07
5957,6057,0,0,0.07,0,0.07
5958,6058,0.04,0.01,0,0.01,0.07
5959,6059,0,0,0.07,0,0.07
5960,6060,0,0.05,0,0.01,0.06
5961,6061,0,0.06,0,0.01,0.06
5962,6062,0.06,0,0,0,0.06
5963,6063,0.06,0,0,0,0.06
5964,6064,0.06,0,0,0.01,0.06
5965,6065,0.05,0.01,0,0,0.06
5966,6066,0.06,0,0,0,0.06
5967,6067,0.06,0,0,0,0.06
5968,6068,0.02,0.04,0,0.01,0.06
5969,6069,0.04,0.01,0.01,0,0.06
5970,6070,0.06,0,0,0,0.06
5971,6071,0,0,0.06,0,0.06
5972,6072,0.06,0,0,0,0.06
5973,6073,0.06,0,0,0,0.06
5974,6074,0,0.06,0,0.01,0.06
5975,6075,0.06,0,0,0,0.06
5976,6076,0.06,0,0,0,0.06
5977,6077,0.06,0,0,0,0.06
5978,6078,0.06,0,0,0,0.06
5979,6079,0.06,0,0,0,0.06
5980,6080,0,0,0.06,0,0.06
5981,6081,0.03,0.01,0.02,0,0.06
5982,6082,0.06,0,0,0,0.06
5983,6083,0,0.06,0,0,0.06
5984,6084,0.06,0,0,0,0.06
5985,6085,0,0,0.06,0,0.06
5986,6086,0.05,0.01,0,0.01,0.06
5987,6087,0.06,0,0,0,0.06
5988,6088,0,0,0.06,0,0.06
5989,6089,0.06,0,0,0,0.06
5990,6090,0,0,0.06,0,0.06
5991,6091,0,0.03,0.03,0,0.06
5992,6092,0,0.05,0,0.01,0.06
5993,6093,0.06,0,0,0,0.06
5994,6094,0,0,0.06,0,0.06
5995,6095,0,0.06,0,0.01,0.06
5996,6096,0.02,0.03,0,0.01,0.06
5997,6097,0.04,0.01,0,0.01,0.06
5998,6098,0.06,0,0,0,0.06
5999,6099,0,0.06,0,0.01,0.06
6000,6100,0.03,0.03,0,0.01,0.06
6001,6101,0,0,0.06,0,0.06
6002,6102,0,0,0.06,0,0.06
6003,6103,0.06,0,0,0,0.06
6004,6104,0.03,0.03,0,0.01,0.06
6005,6105,0.01,0.04,0,0.01,0.06
6006,6106,0.06,0,0,0,0.06
6007,6107,0,0,0.06,0,0.06
6008,6108,0,0,0.06,0,0.06
6009,6109,0,0,0.06,0,0.06
6010,6110,0.01,0.04,0,0.01,0.06
6011,6111,0.06,0,0,0,0.06
6012,6112,0,0,0.06,0,0.06
6013,6113,0.06,0,0,0,0.06
6014,6114,0.06,0,0,0,0.06
6015,6115,0.06,0,0,0,0.06
6016,6116,0.03,0.03,0,0,0.06
6017,6117,0.06,0,0,0,0.06
6018,6118,0,0,0.06,0,0.06
6019,6119,0.06,0,0,0,0.06
6020,6120,0.05,0.01,0,0,0.06
6021,6121,0.06,0,0,0,0.06
6022,6122,0.01,0.04,0,0.01,0.06
6023,6123,0.05,0.01,0,0,0.06
6024,6124,0.06,0,0,0,0.06
6025,6125,0.05,0,0,0.01,0.06
6026,6126,0.06,0,0,0,0.06
6027,6127,0.06,0,0,0,0.06
6028,6128,0,0.05,0,0.01,0.06
6029,6129,0,0,0.06,0,0.06
6030,6130,0,0.05,0,0.01,0.06
6031,6131,0.01,0.05,0,0.01,0.06
6032,6132,0,0.05,0,0.01,0.06
6033,6133,0,0,0.06,0,0.06
6034,6134,0,0.05,0,0.01,0.06
6035,6135,0.06,0,0,0,0.06
6036,6136,0,0.06,0,0,0.06
6037,6137,0,0.01,0.04,0,0.06
6038,6138,0,0,0.06,0,0.06
6039,6139,0,0.05,0,0.01,0.06
6040,6140,0,0.05,0,0.01,0.06
6041,6141,0,0,0.06,0,0.06
6042,6142,0.03,0.02,0,0.01,0.06
6043,6143,0.04,0.02,0,0.01,0.06
6044,6144,0.05,0.01,0,0,0.06
6045,6145,0.06,0,0,0,0.06
6046,6146,0,0.06,0,0,0.06
6047,6147,0.04,0,0.01,0.01,0.06
6048,6148,0.05,0.01,0,0,0.06
6049,6149,0,0,0.06,0,0.06
6050,6150,0,0,0.06,0,0.06
6051,6151,0.04,0,0.01,0,0.06
6052,6152,0,0.05,0.01,0.01,0.06
6053,6153,0,0,0.06,0,0.06
6054,6154,0.06,0,0,0,0.06
6055,6155,0.06,0,0,0,0.06
6056,6156,0.06,0,0,0,0.06
6057,6157,0,0.05,0,0.01,0.06
6058,6158,0.06,0,0,0,0.06
6059,6159,0,0,0.06,0,0.06
6060,6160,0,0.05,0,0.01,0.06
6061,6161,0,0.05,0,0.01,0.06
6062,6162,0.05,0.01,0,0,0.06
6063,6163,0.05,0,0,0,0.06
6064,6164,0.06,0,0,0,0.06
6065,6165,0.05,0.01,0,0,0.06
6066,6166,0,0,0.06,0,0.06
6067,6167,0.06,0,0,0,0.06
6068,6168,0,0.05,0,0.01,0.06
6069,6169,0,0,0.06,0,0.06
6070,6170,0.05,0.01,0,0,0.06
6071,6171,0.06,0,0,0,0.06
6072,6172,0.06,0,0,0,0.06
6073,6173,0,0,0.06,0,0.06
6074,6174,0,0.05,0,0.01,0.06
6075,6175,0.04,0.02,0,0.01,0.06
6076,6176,0.04,0.02,0,0.01,0.06
6077,6177,0.05,0,0,0,0.06
6078,6178,0.04,0.01,0,0,0.06
6079,6179,0.06,0,0,0,0.06
6080,6180,0,0,0.06,0,0.06
6081,6181,0.03,0.02,0,0.01,0.06
6082,6182,0,0,0.06,0,0.06
6083,6183,0,0,0.06,0,0.06
6084,6184,0.01,0.02,0.03,0.01,0.06
6085,6185,0.05,0,0,0,0.06
6086,6186,0.06,0,0,0,0.06
6087,6187,0,0.05,0,0.01,0.06
6088,6188,0,0,0.06,0,0.06
6089,6189,0,0,0.06,0,0.06
6090,6190,0.06,0,0,0,0.06
6091,6191,0,0.05,0,0.01,0.06
6092,6192,0.05,0.01,0,0.01,0.06
6093,6193,0,0,0.06,0,0.06
6094,6194,0.01,0.04,0,0.01,0.06
6095,6195,0.06,0,0,0,0.06
6096,6196,0,0.05,0,0.01,0.06
6097,6197,0.04,0.01,0,0.01,0.06
6098,6198,0.06,0,0,0,0.06
6099,6199,0.06,0,0,0,0.06
6100,6200,0.06,0,0,0,0.06
6101,6201,0.03,0.02,0,0,0.06
6102,6202,0.04,0.02,0,0,0.06
6103,6203,0,0,0.06,0,0.06
6104,6204,0,0.05,0,0.01,0.06
6105,6205,0.03,0.02,0,0.01,0.06
6106,6206,0.06,0,0,0,0.06
6107,6207,0.03,0.02,0,0.01,0.06
6108,6208,0.04,0.01,0,0.01,0.06
6109,6209,0,0.05,0,0.01,0.06
6110,6210,0,0,0.06,0,0.06
6111,6211,0.06,0,0,0,0.06
6112,6212,0.06,0,0,0,0.06
6113,6213,0.06,0,0,0,0.06
6114,6214,0.03,0.02,0,0,0.06
6115,6215,0.06,0,0,0,0.06
6116,6216,0,0.05,0,0,0.06
6117,6217,0,0,0.06,0,0.06
6118,6218,0.06,0,0,0,0.06
6119,6219,0,0.05,0,0.01,0.06
6120,6220,0.05,0,0,0,0.06
6121,6221,0.02,0.03,0,0.01,0.06
6122,6222,0.05,0,0,0,0.06
6123,6223,0.02,0.03,0,0,0.06
6124,6224,0.05,0,0,0,0.06
6125,6225,0.05,0,0,0,0.06
6126,6226,0.06,0,0,0,0.06
6127,6227,0,0.04,0,0.02,0.06
6128,6228,0.05,0.01,0,0,0.06
6129,6229,0.05,0,0,0,0.06
6130,6230,0,0.05,0,0,0.06
6131,6231,0.03,0.03,0,0.01,0.06
6132,6232,0,0,0.06,0,0.06
6133,6233,0,0.05,0,0.01,0.06
6134,6234,0.05,0,0,0,0.06
6135,6235,0,0,0.06,0,0.06
6136,6236,0.05,0,0,0,0.06
6137,6237,0,0.05,0,0.01,0.06
6138,6238,0.05,0,0,0,0.06
6139,6239,0,0,0.06,0,0.06
6140,6240,0,0,0.06,0,0.06
6141,6241,0.05,0,0,0,0.06
6142,6242,0.06,0,0,0,0.06
6143,6243,0.05,0,0,0,0.06
6144,6244,0,0,0.06,0,0.06
6145,6245,0,0,0.06,0,0.06
6146,6246,0.03,0.02,0,0,0.06
6147,6247,0.05,0,0,0,0.06
6148,6248,0.01,0.04,0,0.01,0.06
6149,6249,0.05,0,0,0,0.06
6150,6250,0,0,0.06,0,0.06
6151,6251,0,0,0.06,0,0.06
6152,6252,0.05,0,0,0,0.06
6153,6253,0,0,0.06,0,0.06
6154,6254,0,0,0.06,0,0.06
6155,6255,0.02,0.03,0,0.01,0.06
6156,6256,0.05,0,0,0,0.06
6157,6257,0.04,0,0.01,0,0.06
6158,6258,0.05,0,0,0,0.06
6159,6259,0,0.05,0,0.01,0.06
6160,6260,0,0,0.06,0,0.06
6161,6261,0.05,0,0,0,0.06
6162,6262,0.05,0.01,0,0,0.06
6163,6263,0.05,0,0,0,0.06
6164,6264,0,0.05,0,0.01,0.06
6165,6265,0,0,0.06,0,0.06
6166,6266,0,0.04,0.01,0.01,0.06
6167,6267,0.05,0,0,0,0.06
6168,6268,0,0,0.06,0,0.06
6169,6269,0,0,0.06,0,0.06
6170,6270,0.05,0,0,0,0.06
6171,6271,0.05,0,0,0,0.06
6172,6272,0.01,0.04,0,0.01,0.06
6173,6273,0.04,0.02,0,0,0.06
6174,6274,0.05,0,0,0,0.06
6175,6275,0.05,0,0,0,0.06
6176,6276,0.04,0.01,0,0,0.06
6177,6277,0.03,0.02,0,0,0.06
6178,6278,0.06,0,0,0,0.06
6179,6279,0.05,0,0,0,0.06
6180,6280,0,0,0.06,0,0.06
6181,6281,0.01,0.04,0,0.01,0.06
6182,6282,0.05,0,0,0,0.06
6183,6283,0,0.05,0,0.01,0.06
6184,6284,0.01,0,0.05,0,0.06
6185,6285,0,0.05,0,0.01,0.06
6186,6286,0.05,0,0,0,0.06
6187,6287,0,0,0.06,0,0.06
6188,6288,0.04,0.01,0,0,0.06
6189,6289,0,0,0.06,0,0.06
6190,6290,0.03,0.03,0,0.01,0.06
6191,6291,0,0.05,0,0.01,0.06
6192,6292,0.05,0,0,0.01,0.06
6193,6293,0,0,0.06,0,0.06
6194,6294,0,0,0.06,0,0.06
6195,6295,0.05,0,0,0,0.06
6196,6296,0.01,0.04,0,0.01,0.06
6197,6297,0,0,0.06,0,0.06
6198,6298,0,0.05,0,0.01,0.06
6199,6299,0.03,0.02,0,0.01,0.06
6200,6300,0,0.05,0,0.01,0.06
6201,6301,0,0.05,0,0.01,0.06
6202,6302,0,0,0.06,0,0.06
6203,6303,0.05,0,0,0,0.06
6204,6304,0,0,0.06,0,0.06
6205,6305,0.05,0,0,0,0.06
6206,6306,0.05,0,0,0,0.06
6207,6307,0,0,0.06,0,0.06
6208,6308,0,0,0.06,0,0.06
6209,6309,0,0.05,0,0.01,0.06
6210,6310,0.03,0,0.02,0.01,0.06
6211,6311,0.05,0,0,0,0.06
6212,6312,0.02,0.03,0,0.01,0.06
6213,6313,0.05,0,0,0,0.06
6214,6314,0.05,0,0,0,0.06
6215,6315,0,0.05,0,0.01,0.06
6216,6316,0,0.05,0,0.01,0.06
6217,6317,0,0.05,0,0.01,0.06
6218,6318,0.05,0,0,0,0.06
6219,6319,0.05,0,0,0,0.06
6220,6320,0,0,0.06,0,0.06
6221,6321,0,0,0.06,0,0.06
6222,6322,0,0.05,0,0.01,0.06
6223,6323,0,0,0.06,0,0.06
6224,6324,0,0,0.06,0,0.06
6225,6325,0.05,0,0,0,0.06
6226,6326,0,0,0.06,0,0.06
6227,6327,0.05,0,0,0,0.06
6228,6328,0.05,0,0,0,0.06
6229,6329,0.05,0,0,0,0.06
6230,6330,0.04,0,0,0.01,0.06
6231,6331,0,0.05,0,0.01,0.06
6232,6332,0.02,0,0.03,0,0.06
6233,6333,0,0,0.06,0,0.06
6234,6334,0.04,0.01,0,0,0.06
6235,6335,0,0,0.06,0,0.06
6236,6336,0.04,0.02,0,0,0.06
6237,6337,0.05,0,0,0,0.06
6238,6338,0.05,0,0,0,0.06
6239,6339,0.03,0.02,0,0,0.05
6240,6340,0,0.04,0,0.01,0.05
6241,6341,0.05,0,0,0,0.05
6242,6342,0,0.04,0,0.01,0.05
6243,6343,0,0.04,0,0.01,0.05
6244,6344,0.05,0,0,0.01,0.05
6245,6345,0.05,0,0,0,0.05
6246,6346,0,0,0.05,0,0.05
6247,6347,0,0.04,0,0.01,0.05
6248,6348,0.04,0.01,0,0,0.05
6249,6349,0,0,0.05,0,0.05
6250,6350,0.05,0,0,0,0.05
6251,6351,0,0.05,0,0.01,0.05
6252,6352,0.04,0.01,0,0,0.05
6253,6353,0,0.05,0,0,0.05
6254,6354,0.01,0.04,0,0.01,0.05
6255,6355,0,0,0.05,0,0.05
6256,6356,0.02,0.03,0,0.01,0.05
6257,6357,0.05,0,0,0,0.05
6258,6358,0,0.04,0,0.01,0.05
6259,6359,0.04,0.01,0,0,0.05
6260,6360,0.05,0,0,0,0.05
6261,6361,0.05,0,0,0,0.05
6262,6362,0.04,0,0,0.01,0.05
6263,6363,0.05,0,0,0,0.05
6264,6364,0.05,0,0,0,0.05
6265,6365,0.03,0.02,0,0,0.05
6266,6366,0.05,0,0,0,0.05
6267,6367,0.05,0,0,0.01,0.05
6268,6368,0.05,0,0,0,0.05
6269,6369,0.05,0,0,0,0.05
6270,6370,0,0,0.05,0,0.05
6271,6371,0.05,0,0,0,0.05
6272,6372,0.04,0.01,0,0,0.05
6273,6373,0,0.05,0,0,0.05
6274,6374,0,0.04,0,0.01,0.05
6275,6375,0,0.03,0.02,0,0.05
6276,6376,0,0,0.05,0,0.05
6277,6377,0.05,0,0,0,0.05
6278,6378,0.05,0,0,0,0.05
6279,6379,0,0.05,0,0,0.05
6280,6380,0,0,0.05,0,0.05
6281,6381,0,0,0.05,0,0.05
6282,6382,0,0,0.05,0,0.05
6283,6383,0,0.04,0,0.01,0.05
6284,6384,0.05,0,0,0,0.05
6285,6385,0,0.05,0,0.01,0.05
6286,6386,0.03,0.02,0,0.01,0.05
6287,6387,0,0.04,0.01,0.01,0.05
6288,6388,0.05,0,0,0,0.05
6289,6389,0.01,0.03,0,0.01,0.05
6290,6390,0,0,0.05,0,0.05
6291,6391,0,0,0.05,0,0.05
6292,6392,0,0,0.05,0,0.05
6293,6393,0,0.05,0,0,0.05
6294,6394,0,0,0.05,0,0.05
6295,6395,0,0,0.05,0,0.05
6296,6396,0,0.05,0,0.01,0.05
6297,6397,0.04,0.01,0,0,0.05
6298,6398,0.03,0.01,0,0.01,0.05
6299,6399,0,0,0.05,0,0.05
6300,6400,0.04,0,0,0.01,0.05
6301,6401,0,0.05,0,0.01,0.05
6302,6402,0,0,0.05,0,0.05
6303,6403,0.05,0,0,0,0.05
6304,6404,0.05,0,0,0,0.05
6305,6405,0.05,0,0,0.01,0.05
6306,6406,0,0.04,0,0.01,0.05
6307,6407,0.05,0,0,0,0.05
6308,6408,0.05,0,0,0,0.05
6309,6409,0.03,0.01,0,0,0.05
6310,6410,0.03,0,0.01,0,0.05
6311,6411,0.05,0,0,0,0.05
6312,6412,0,0,0.05,0,0.05
6313,6413,0,0.05,0,0,0.05
6314,6414,0.05,0,0,0,0.05
6315,6415,0.05,0,0,0,0.05
6316,6416,0.05,0,0,0,0.05
6317,6417,0,0,0.05,0,0.05
6318,6418,0.04,0,0,0,0.05
6319,6419,0.05,0,0,0,0.05
6320,6420,0.05,0,0,0,0.05
6321,6421,0.05,0,0,0,0.05
6322,6422,0.05,0,0,0,0.05
6323,6423,0,0.05,0,0.01,0.05
6324,6424,0.03,0.01,0.01,0.01,0.05
6325,6425,0.05,0,0,0,0.05
6326,6426,0.05,0,0,0,0.05
6327,6427,0.05,0,0,0,0.05
6328,6428,0.05,0,0,0,0.05
6329,6429,0,0,0.05,0,0.05
6330,6430,0,0,0.05,0,0.05
6331,6431,0,0.04,0,0.01,0.05
6332,6432,0.02,0.02,0,0.01,0.05
6333,6433,0.05,0,0,0,0.05
6334,6434,0,0,0.05,0,0.05
6335,6435,0.03,0.01,0,0,0.05
6336,6436,0,0.04,0,0.01,0.05
6337,6437,0.01,0.04,0,0,0.05
6338,6438,0,0,0.05,0,0.05
6339,6439,0,0.04,0,0.01,0.05
6340,6440,0,0.04,0,0.01,0.05
6341,6441,0.05,0,0,0,0.05
6342,6442,0,0,0.05,0,0.05
6343,6443,0.05,0,0,0,0.05
6344,6444,0.02,0,0.03,0,0.05
6345,6445,0,0,0.05,0,0.05
6346,6446,0,0.04,0,0.01,0.05
6347,6447,0.01,0.04,0,0.01,0.05
6348,6448,0,0.05,0,0,0.05
6349,6449,0.02,0.03,0,0,0.05
6350,6450,0.05,0,0,0,0.05
6351,6451,0,0,0.05,0,0.05
6352,6452,0,0.05,0,0,0.05
6353,6453,0.05,0,0,0,0.05
6354,6454,0,0,0.05,0,0.05
6355,6455,0.04,0.01,0,0,0.05
6356,6456,0,0.04,0,0.01,0.05
6357,6457,0.01,0.03,0,0.01,0.05
6358,6458,0.05,0,0,0,0.05
6359,6459,0.05,0,0,0,0.05
6360,6460,0.05,0,0,0,0.05
6361,6461,0.05,0,0,0,0.05
6362,6462,0,0,0.05,0,0.05
6363,6463,0,0,0.05,0,0.05
6364,6464,0.05,0,0,0,0.05
6365,6465,0,0.01,0.04,0,0.05
6366,6466,0.03,0.01,0,0,0.05
6367,6467,0.05,0,0,0,0.05
6368,6468,0,0,0.05,0,0.05
6369,6469,0,0,0.05,0,0.05
6370,6470,0,0.04,0,0.01,0.05
6371,6471,0,0.04,0,0.01,0.05
6372,6472,0.05,0,0,0,0.05
6373,6473,0.01,0.03,0,0.01,0.05
6374,6474,0.04,0,0,0,0.05
6375,6475,0.05,0,0,0,0.05
6376,6476,0.01,0.03,0,0.01,0.05
6377,6477,0,0.04,0,0.01,0.05
6378,6478,0,0,0.05,0,0.05
6379,6479,0.04,0.01,0,0,0.05
6380,6480,0,0.04,0,0.01,0.05
6381,6481,0,0,0.05,0,0.05
6382,6482,0,0,0.05,0,0.05
6383,6483,0,0,0.05,0,0.05
6384,6484,0,0.04,0,0.01,0.05
6385,6485,0,0,0.05,0,0.05
6386,6486,0.02,0.02,0,0,0.05
6387,6487,0,0,0.05,0,0.05
6388,6488,0,0.04,0,0.01,0.05
6389,6489,0,0,0.05,0,0.05
6390,6490,0.04,0,0,0,0.05
6391,6491,0.05,0,0,0,0.05
6392,6492,0,0.04,0,0.01,0.05
6393,6493,0,0,0.05,0,0.05
6394,6494,0.05,0,0,0,0.05
6395,6495,0,0,0.05,0,0.05
6396,6496,0.01,0.03,0,0.01,0.05
6397,6497,0,0.04,0,0.01,0.05
6398,6498,0.05,0,0,0,0.05
6399,6499,0.03,0.02,0,0,0.05
6400,6500,0,0.04,0,0.01,0.05
6401,6501,0.03,0.01,0,0,0.05
6402,6502,0.05,0,0,0,0.05
6403,6503,0,0,0.05,0,0.05
6404,6504,0,0.04,0,0.01,0.05
6405,6505,0.02,0.02,0,0,0.05
6406,6506,0.04,0,0,0,0.05
6407,6507,0.04,0.01,0,0,0.05
6408,6508,0,0,0.05,0,0.05
6409,6509,0,0.04,0,0.01,0.05
6410,6510,0,0,0.05,0,0.05
6411,6511,0,0.04,0,0.01,0.05
6412,6512,0.05,0,0,0,0.05
6413,6513,0.02,0.02,0,0,0.05
6414,6514,0.03,0.02,0,0,0.05
6415,6515,0,0.01,0.04,0,0.05
6416,6516,0.02,0.02,0,0.01,0.05
6417,6517,0.01,0.03,0,0.01,0.05
6418,6518,0.05,0,0,0,0.05
6419,6519,0.04,0,0,0,0.05
6420,6520,0,0,0.05,0,0.05
6421,6521,0,0,0.05,0,0.05
6422,6522,0.02,0.03,0,0.01,0.05
6423,6523,0,0.05,0,0,0.05
6424,6524,0,0,0.05,0,0.05
6425,6525,0.04,0,0,0,0.05
6426,6526,0.05,0,0,0,0.05
6427,6527,0,0,0.05,0,0.05
6428,6528,0,0,0.05,0,0.05
6429,6529,0,0,0.05,0,0.05
6430,6530,0.05,0,0,0,0.05
6431,6531,0.05,0,0,0,0.05
6432,6532,0.02,0.02,0,0.01,0.05
6433,6533,0.04,0,0,0,0.05
6434,6534,0,0,0.05,0,0.05
6435,6535,0.03,0.02,0,0,0.05
6436,6536,0.02,0.02,0,0,0.05
6437,6537,0.04,0,0,0,0.05
6438,6538,0,0.04,0,0.01,0.05
6439,6539,0,0,0.05,0,0.05
6440,6540,0,0.04,0,0.01,0.05
6441,6541,0,0.04,0,0.01,0.05
6442,6542,0.04,0,0,0,0.05
6443,6543,0.03,0.01,0,0.01,0.05
6444,6544,0,0,0.05,0,0.05
6445,6545,0,0,0.05,0,0.05
6446,6546,0,0.04,0,0.01,0.05
6447,6547,0,0,0.05,0,0.05
6448,6548,0.04,0,0,0,0.05
6449,6549,0.04,0,0,0,0.05
6450,6550,0,0,0.05,0,0.05
6451,6551,0.04,0,0,0,0.05
6452,6552,0,0.04,0,0.01,0.05
6453,6553,0,0,0.05,0,0.05
6454,6554,0,0,0.05,0,0.05
6455,6555,0,0.04,0,0.01,0.05
6456,6556,0,0,0.05,0,0.05
6457,6557,0,0,0.05,0,0.05
6458,6558,0,0.04,0,0.01,0.05
6459,6559,0.04,0,0,0,0.05
6460,6560,0.01,0.03,0,0.01,0.05
6461,6561,0.04,0.01,0,0,0.05
6462,6562,0.04,0,0,0,0.05
6463,6563,0,0,0.05,0,0.05
6464,6564,0.03,0.01,0,0,0.05
6465,6565,0.04,0,0,0,0.05
6466,6566,0.04,0,0,0,0.05
6467,6567,0,0,0.05,0,0.05
6468,6568,0.04,0,0,0,0.05
6469,6569,0,0.04,0,0,0.05
6470,6570,0,0.04,0,0.01,0.05
6471,6571,0.04,0,0,0,0.05
6472,6572,0,0.04,0,0.01,0.05
6473,6573,0.04,0,0,0,0.05
6474,6574,0.04,0,0,0,0.05
6475,6575,0,0,0.05,0,0.05
6476,6576,0,0.04,0,0.01,0.05
6477,6577,0.04,0,0,0,0.05
6478,6578,0,0.04,0,0.01,0.05
6479,6579,0,0,0.05,0,0.05
6480,6580,0,0,0.05,0,0.05
6481,6581,0,0.04,0,0.01,0.05
6482,6582,0.04,0,0,0,0.05
6483,6583,0.04,0,0,0,0.05
6484,6584,0.01,0.03,0,0.01,0.05
6485,6585,0,0,0.05,0,0.05
6486,6586,0.04,0,0,0,0.05
6487,6587,0.04,0,0,0,0.05
6488,6588,0,0.04,0,0.01,0.05
6489,6589,0.04,0,0,0,0.05
6490,6590,0.03,0.01,0.01,0,0.05
6491,6591,0,0,0.05,0,0.05
6492,6592,0,0.04,0,0,0.05
6493,6593,0,0.04,0,0.01,0.05
6494,6594,0,0.04,0,0,0.05
6495,6595,0,0,0.05,0,0.05
6496,6596,0,0,0.05,0,0.05
6497,6597,0.04,0,0,0,0.05
6498,6598,0.04,0,0,0,0.05
6499,6599,0.04,0,0,0,0.05
6500,6600,0.04,0,0,0.01,0.05
6501,6601,0,0,0.05,0,0.05
6502,6602,0.04,0,0,0,0.05
6503,6603,0.04,0,0,0,0.05
6504,6604,0,0.04,0,0,0.05
6505,6605,0.04,0,0,0,0.05
6506,6606,0.04,0,0,0,0.05
6507,6607,0,0.03,0,0.01,0.05
6508,6608,0.04,0,0.01,0,0.05
6509,6609,0.03,0.01,0,0,0.05
6510,6610,0,0.04,0,0.01,0.05
6511,6611,0.04,0,0,0,0.05
6512,6612,0.02,0.02,0,0.01,0.05
6513,6613,0.04,0,0,0,0.05
6514,6614,0.04,0,0,0,0.05
6515,6615,0,0.04,0,0.01,0.05
6516,6616,0.04,0,0,0,0.05
6517,6617,0.04,0,0,0,0.05
6518,6618,0.04,0,0,0,0.05
6519,6619,0.04,0,0,0,0.05
6520,6620,0.04,0.01,0,0,0.05
6521,6621,0,0.04,0,0,0.05
6522,6622,0.04,0,0,0,0.05
6523,6623,0.04,0,0,0,0.05
6524,6624,0,0.04,0,0.01,0.05
6525,6625,0,0,0.05,0,0.05
6526,6626,0.04,0,0,0,0.05
6527,6627,0.04,0,0,0,0.05
6528,6628,0,0.04,0,0.01,0.05
6529,6629,0.04,0,0,0,0.05
6530,6630,0.01,0.03,0,0.01,0.05
6531,6631,0,0,0.05,0,0.05
6532,6632,0,0,0.05,0,0.05
6533,6633,0.04,0,0,0,0.05
6534,6634,0,0,0.05,0,0.05
6535,6635,0.04,0,0,0,0.05
6536,6636,0,0.04,0,0,0.05
6537,6637,0.04,0,0,0,0.05
6538,6638,0,0,0.05,0,0.05
6539,6639,0.03,0.01,0,0,0.05
6540,6640,0,0.04,0,0.01,0.05
6541,6641,0.04,0,0,0,0.05
6542,6642,0,0.04,0,0.01,0.05
6543,6643,0.04,0,0,0,0.05
6544,6644,0,0,0.05,0,0.05
6545,6645,0.04,0,0,0.01,0.05
6546,6646,0,0.04,0,0,0.05
6547,6647,0,0.03,0,0.01,0.05
6548,6648,0,0.04,0,0.01,0.05
6549,6649,0.03,0.01,0,0,0.05
6550,6650,0,0.04,0,0,0.05
6551,6651,0,0.04,0,0.01,0.05
6552,6652,0.04,0,0,0,0.05
6553,6653,0,0,0.05,0,0.05
6554,6654,0,0,0.05,0,0.05
6555,6655,0,0.04,0,0,0.05
6556,6656,0,0.04,0,0.01,0.04
6557,6657,0.04,0,0,0,0.04
6558,6658,0.04,0,0,0,0.04
6559,6659,0.04,0,0,0,0.04
6560,6660,0,0,0.04,0,0.04
6561,6661,0,0.04,0,0.01,0.04
6562,6662,0.04,0,0,0,0.04
6563,6663,0.04,0,0,0,0.04
6564,6664,0,0,0.04,0,0.04
6565,6665,0.02,0.02,0,0.01,0.04
6566,6666,0.04,0,0,0,0.04
6567,6667,0.04,0,0,0,0.04
6568,6668,0,0,0.04,0,0.04
6569,6669,0.04,0,0,0,0.04
6570,6670,0,0.03,0,0.01,0.04
6571,6671,0.04,0,0,0,0.04
6572,6672,0,0,0.04,0,0.04
6573,6673,0.01,0,0.03,0,0.04
6574,6674,0.02,0.02,0,0,0.04
6575,6675,0,0,0.04,0,0.04
6576,6676,0,0.04,0,0.01,0.04
6577,6677,0,0.04,0,0,0.04
6578,6678,0.04,0,0,0,0.04
6579,6679,0,0,0.04,0,0.04
6580,6680,0,0.04,0,0.01,0.04
6581,6681,0,0.04,0,0.01,0.04
6582,6682,0,0.04,0,0.01,0.04
6583,6683,0.04,0,0,0,0.04
6584,6684,0,0.04,0,0.01,0.04
6585,6685,0,0,0.04,0,0.04
6586,6686,0.04,0,0,0,0.04
6587,6687,0.04,0,0,0,0.04
6588,6688,0.04,0,0,0,0.04
6589,6689,0,0,0.04,0,0.04
6590,6690,0,0,0.04,0,0.04
6591,6691,0,0,0.04,0,0.04
6592,6692,0.04,0,0,0,0.04
6593,6693,0,0,0.04,0,0.04
6594,6694,0.04,0,0,0,0.04
6595,6695,0.04,0,0,0,0.04
6596,6696,0.04,0,0,0,0.04
6597,6697,0,0.04,0,0.01,0.04
6598,6698,0.04,0,0,0,0.04
6599,6699,0,0,0.04,0,0.04
6600,6700,0.02,0.02,0,0.01,0.04
6601,6701,0,0.04,0,0.01,0.04
6602,6702,0.04,0,0,0,0.04
6603,6703,0.04,0,0,0,0.04
6604,6704,0.01,0.02,0,0.01,0.04
6605,6705,0.03,0.01,0,0,0.04
6606,6706,0,0,0.04,0,0.04
6607,6707,0.04,0,0,0,0.04
6608,6708,0,0,0.04,0,0.04
6609,6709,0.01,0.03,0,0,0.04
6610,6710,0,0.04,0,0.01,0.04
6611,6711,0,0,0.04,0,0.04
6612,6712,0,0,0.04,0,0.04
6613,6713,0,0.04,0,0,0.04
6614,6714,0,0,0.04,0,0.04
6615,6715,0.04,0,0,0,0.04
6616,6716,0,0.04,0,0,0.04
6617,6717,0,0.04,0,0,0.04
6618,6718,0,0,0.04,0,0.04
6619,6719,0,0.04,0,0,0.04
6620,6720,0.02,0.02,0,0,0.04
